"QAINDEX";"CLINIC";"QUESTION";"ANSWER";"SNAPSHOT"
692;"儿科";"新生儿35天,好像是湿疹,用什么药,孩子很痒,特别难受";"你好，像这样有多久了？以前出现过吗？ 考虑婴儿皮肤过敏，建议用氧化锌软膏+丹皮酚软膏，这个组合不含激素副作用小，效果好。如果需要我这里可以开给您。如果需要我开药,请告诉我一声,该平台可以安全把药送到家。丹皮酚软膏：成分是丹皮酚和丁香油。丹皮酚：从毛莨科植物牡丹的干燥根皮中提取物出来的一种有效成分。具有镇痛、抗炎、解热和抑制变态反应的作用。丁香油：桃金娘科番樱桃属植物提取的油。氧化锌的软膏由氧化锌和凡士林组成,没有任何刺激,是非处方的药物,有消炎、止痒、滋润的作用,对于皮炎、湿疹、瘙痒、皮肤干燥都有作用。对于小孩儿、孕妇都比较安全,没有年龄和性别的差异,特别有时不适合用激素药膏时,用氧化锌则安全又有效。具有比较强的消炎止痒作用,有虫咬、皮炎、湿疹时都可以应用。 6个月以后要查 药店不一定有 可以 一周，一天两次";2020/3/19
693;"儿科";"女童尿频尿常规和大生化都没问题（女...";"您好！这里是小儿科的急诊咨询，您的问题不是我们科室的，您找泌尿外科科室进行咨询，该问题请联系客服退款。使用APP咨询客户，请在个人中心，联系在线客服退款，其他网页版，公众号，小程序咨询的用户请致电客服电话4000018855退款。客服上班时间早10点到晚7点，感谢信任！祝您早日康复。";2020/3/19
694;"儿科";"宝宝舌头有泡泡是怎么了?";"你好，宝宝现在多大了？ 你好，这种症状有多长时间了？麻烦发张图片看一下。宝宝有没有舌头？疼痛的表现，有没有发热及感冒的症状？ 发送的图片不是太清楚。 从模糊的图片看，这不是长泡泡，而是有点儿地图舌。 这是地图蛇与缺乏维生素有关系，特别是复合维生素b。 尽量多给孩子吃蔬菜和水果。如果没有疼痛的症状，是不需要治疗的。 问宝宝身上的这些宝有疼痛或者瘙痒的症状吗？ 从图片看。这些皮疹是丘疹性荨麻疹，属于过敏的一种，可以给宝宝涂擦治疗湿疹的药膏治疗。 当宝宝皮肤瘙痒时，可以用丹皮酚软膏或者出示止痒软膏给宝宝涂擦治疗。 如果舌头有疼痛的表现，可以喷开喉剑喷雾剂。 复合维生素b。 只要是正规厂家生产的复合维生素b都是可以的。 因为不同的地方进药的途径不一样，所选择的厂家也是不一样的。 不客气，祝宝宝健康快乐成长，再见。 再见";2020/3/19
695;"儿科";"九十五天的宝宝还有踏步反射正常吗";"您好，宝宝定期到保健科体检过没有？ 当时体检有没我问题？ 纠错，当时体检有没有问题？ 多数宝宝在6至10周逐渐消失，但每个宝宝个体差异不一样，如果8个月之后仍有，考虑姿势异常，提示脑瘫可能 目前问题不大，但可以定期到当地保健科体检，发现问题，及时纠正即可";2020/3/19
696;"儿科";"六个月宝宝耻骨上长个包怎么回事";"您好，这种情况有多长时间了？ 发一下图片 孩子有什么不适？ 活动度好不好？ 有没有图片？ 这个看不太清楚，感觉是胖的吧。 摸她哭闹吗？ 如果不哭闹的话，应该也问题不大，这个地方就是有的是怕有疝气。 可以观察一下，或者做一个彩超 外科 发育过程中有的地方没有发育好，然后有一些内容物突出。 也不一定需要手术，看情况";2020/3/19
697;"儿科";"四岁半的女孩睡觉老是抠小便还出好多汗";"这种情况多长时间了？ 是睡着了出汗，还是做这个动作的时候出汗？ 那这个应该是有一些类似擦腿综合症，就是属于一个孩子早期性心理的萌芽。 分散注意力 不要穿太紧内裤 这个就是分散注意力，嗯，发现他这个样子的时候就和他玩一玩，然后注意避免内裤太紧，适当注意卫生。 大一点就会好的 坚持看她一段时间，她就忘了 这个就是这样，但是不要刻意不让，要分散注意力。否则会逆反。加重 没事的 不客气！亲 嗯嗯";2020/3/19
698;"儿科";"一岁多宝宝睡觉脸热乎乎的";"你好，宝宝体温是正常的吗？ 穿盖的多吗？ 只有今天这样，平时也会吗？ 排便正常吗？ 只有睡觉这样，就是穿盖的有点多的原因 排便正常，没有腹胀，食欲好，就可以排除积食了 那就没事的 把穿盖减少一下 穿的别穿棉的，太厚了 穿秋衣就可以 穿的太厚了，不透气，就容易脸红 里面穿秋衣，被子可以根据情况随时增减 不客气，就是穿的多了 一天三顿辅食，鱼虾肉蛋，蔬菜换着吃 奶400-600毫升 肉也得吃啊，豆类 还有蔬菜，水果 可以的 就是均衡一些 不客气 不可以啊 两周岁以下的宝宝不建议接触电子产品，电视。 对视力不好啊 不客气哈";2020/3/19
699;"儿科";"50天宝宝喝了五价轮状病毒疫苗拉的是绿色的";"宝妈您好，很高兴为你接诊，请稍等，我仔细看一下您发的报告（图片、问题），咨询将在20次对话或者半小时后关闭，请注意把握时间。 宝妈您好，请问宝宝这样多长时间了？ 宝宝一天拉几次呢？ 嗯，据您描述的症状，宝宝这是疫苗的副作用所致 问题不大 给宝宝用药了吗？ 建议给宝宝喝点肠道益生菌 调节一下宝宝肠道菌群 对您宝宝这种情况效果 宝宝这种情况临床上很常见，不要紧的 不客气宝妈 祝宝宝身体健康，快乐成长";2020/3/19
700;"儿科";"宝宝一岁了还不会说话正常吗";"您好 宝宝会叫爸爸妈妈吗？ 是不会发音？ 能坐能爬吗？ 出生测听力没有？ 发音吗？ 出生测试听力没有？ 能叫爸爸那就能发音 能发音，能喊能叫一般就正常的 多练习叫爸爸妈妈这些 那他自己叫爸爸是怎么回事？ 那说明孩子发音器官正常的，刚开始学说话有一个过程 有些孩子早，有些晚 测听力正常就没事 大便怎么样？ 能消化，食欲精神状态好就没事";2020/3/19
701;"儿科";"宝宝手腕扭伤怎么办";"你好这种情况多长时间了？ 手动一动疼不疼？ 现在宝宝有什么症状呢？ 宝宝胳膊活动正常吗？ 这种情况可以等待观察一下。 等明天宝宝睡醒后，再观察一下胳膊的活动情况。 估计是有点疼 两个小孩子估计不会搞骨折。 可能是伤到肌肉韧带了。 等明天宝宝睡醒后再观察一下。 宝宝现在睡觉比较安稳，说明疼的不太厉害。";2020/3/19
702;"儿科";"小孩四岁钙吸收的不好可以补赖氨酸吗";"你好，宝宝是吃母乳还是奶粉？ 长得可以 不好意思，刚开始看成五个月了 补也可以 光吃一个月看看。 医院有的话更好些。 这个其实不是治疗的药，不用看的太重，作用都差不多。 主要是每天喝牛奶，晒太阳，多运动。 补充维生素D，帮助钙吸收。 就可以了。";2020/3/19
703;"儿科";"孩子后脑撞上副驾驶硬的东西第二天有点喊疼";"您好！我是儿科医生张博，很高兴为您答疑解惑。您的问题我已收到，您还有其它的图片或检查报告吗，有的话请发给我，这样能更好的帮助您解决问题。急速问诊是30min内医患有20次交流机会，为了增加有限时间内的交流效率，建议您详细描述病患的具体情况，并提交相关的病例资料。我看到后会统一回复哟。且建议您及时查看手机推送的消息，避免问题关闭后您的问题没有得到解答！ 看一下有总包吗？还有宝宝现在这个状态怎么样了？ 你看一下有明显的肿包吗 现在孩子精神状态良好，应该是没事的，放心就可以继续观察，如果真的有问题还是会出现精神状态不好，会出现严重呕吐。 一切都正常的话，那应该就是没事，如果疼的厉害，孩子也就不能睡了，应该疼的也不厉害。 所以说是应该是没事的，你观察吧，注意这个精神状态，只要今天晚上睡得挺踏实的，一般是没有问题的。 客气了，不用谢，祝宝宝健康。有什么问题可以随时联系，一定会为你尽力解答的。";2020/3/19
704;"儿科";"孩子手疼脚疼怎么回事";"你好，这种情况多长时间了？ 有红肿嘛？出汗多吗？从什么时候开始的？最近有没有劳累？有没有受伤？ 那这种情况有可能是缺钙的缘故，可以给孩子补上钙和维生素d。 长时间不外出晒太阳少的话，也容易出现缺钙。 也可以，另外再加上维生素d。 一天一片儿吗？再加上维生素d。一般吃上1~2周会有改善。 朗迪，星鲨维生素D3 碳酸钙是吸收最好的。 好的别客气 是的 对迪巧和朗迪选择一个就好。 另外再加上维生素b3。 朗迪和迪巧也有维生素d，但是它的含量比较小，所以需要我们再另外加上一个维生素d3 不好意思，打错字了，就是维生素d3。 别客气 吃上两个月。 可以，星鲨吃过之后，如果孩子症状改善，我们可以多晒太阳，如果还有症状的话再吃上一个月。 是的，一般一粒。如果症状明显的可以吃到两粒，症状改善后我们再减到一粒。 别客气，看孩子的症状。可以先吃上两粒吃上2周左右，改善后我们再慢慢减掉。 好的别客气";2020/3/19
705;"儿科";"三个月宝宝大便带鼾痰一样怎么回事";"你好。宝宝比较小，他不会咳痰，有时候会把痰液咽下去，所以大便的时候就看着有些痰液或者是粘液。你要仔细辨认一下，看他到底是粘液还是痰液。 那宝宝最近有没有感冒？有没有咳嗽？ 你好，那就有可能是粘液，可能是宝宝消化不好。 你好像这种情况，你可以给他热敷一下肚子，然后给他口服一些肠道益生菌比如说。金双歧或者是四联康。 调节一下他的胃肠道功能，帮助消化。 你好鸡内金散是可以的，但是这个庆大霉素我不建议给他吃。 这几天你的饮食要清淡一些，不要吃太刺激的食物，尽量少吃鱼虾之类的海产品。 我还是建议你用。肠道益生菌。因为肠道益生菌相对来说比较温和一些，它除了帮助消化以外，它可以调节肠道的内环境。 不客气，以上是我的咨询建议，如有不清楚的可以继续提问，我会尽力解答。欢迎关注我的诊所，点击医生头像，进入主页，左下角有“关注”按钮，了解更多的科普健康知识。（如果没有关注按钮的也不要着急，如果下次有问题，可以继续来这个平台，搜索我的姓名，找我咨询。）祝宝宝健康快乐！";2020/3/19
706;"儿科";"宝宝肚子胀气可以吃白萝卜粥吗";"请问宝宝现在多大了呢？ 商量可以 少量可以的 1.喂奶后的拍背、打嗝、腹部按摩、少量多次喂等方式有助减轻腹部胀气，避免剌激宝宝出现肠绞痛。2.一部分宝宝的肠绞痛与食物蛋白过敏或乳糖不耐受有关，特别是有湿疹和有腹泻的宝宝。3.有效的药物：宝宝用西甲硅油乳剂+布拉氏酵母菌，效果好，必要时用654-II。如果需要我这里可以开给您。如果需要我开药,请告诉我一声,该平台可以安全把药送到家。 食疗方食材准备:糯米10克,山药片10克,红枣1枚,水800毫升。烹饪时间:泡透后加水800ml，煎30分钟，取水加药。党参12克、白术10克、黄芪10克、麦芽9克，神曲9克、红糖12克。这个方适合消化不良及脾胃功能虚弱者。1岁以上的宝宝都合适。 可以 1.喂奶后的拍背、打嗝、腹部按摩、少量多次喂等方式有助减轻腹部胀气，避免剌激宝宝出现肠绞痛。2.一部分宝宝的肠绞痛与食物蛋白过敏或乳糖不耐受有关，特别是有湿疹和有腹泻的宝宝。3.有效的药物：宝宝用西甲硅油乳剂+布拉氏酵母菌，效果好，必要时用654-II。如果需要我这里可以开给您。如果需要我开药,请告诉我一声,该平台可以安全把药送到家。 注意事项就是这些";2020/3/19
707;"儿科";"小孩在脖子过敏是什么原因";"你好，有图片看一下吗？ 看着是风团也就是荨麻疹之前有过这种情况吗？出现这之前有没有过敏饮食呢？ 可能对蛋白类的食物过敏，可以继续口服氯雷他定糖浆，也可以涂抹去曲米星软膏或者皮白金软膏。 一般至少需要3~5天才会好转之后可能需要避免过敏的食物，比如鱼虾蛋白以及豆类等食物。 过敏一般和变态反应有关，和过敏食物有关，一般反映胃肠道也是一个诱发的因素。 是的，需要避免一下牛奶也是蛋白类的食物。 和宝宝的体质有关，属于过敏体质，平时饮食上注意过敏饮食避免一些易过敏的食物，比如蛋白类等等。鱼虾。 可以给孩子做一个过敏原测试。 可以检查对什么类的食物过敏以后可以尽量避免。 不客气";2020/3/19
